disease_id,disease_group,icd_code,disease,icd_name,share_outpatient,share_oneday,share_inpatient,top1_code,top2_code,top3_code,top1_share,top2_share,top3_share,n_total,n_Female_25-44_Low,n_Female_25-44_Med,n_Female_25-44_High,n_Female_45-64_Low,n_Female_45-64_Med,n_Female_45-64_High,n_Female_65+_Low,n_Female_65+_Med,n_Female_65+_High,n_Male_25-44_Low,n_Male_25-44_Med,n_Male_25-44_High,n_Male_45-64_Low,n_Male_45-64_Med,n_Male_45-64_High,n_Male_65+_Low,n_Male_65+_Med,n_Male_65+_High
344,Injury,S37.0 S37.9,"Injury of kidney, Injury of unspecified urinary and pelvic organ","Injury of kidney, Injury of unspecified urinary and pelvic organ",0.655753,0.019645,0.324602,S37,N28,S36,0.84,0.11,0.02,877,,,,,,,,51,,99,93,56,89,100,116,86,97,90
345,Injury,S42,Fracture of shoulder and upper arm,Fracture of shoulder and upper arm,0.786502,0.050208,0.16329,S42,S49,T02,0.96,0.01,0.01,79807,849,1205,1791,4537,4217,3120,9181,9882,8448,3517,3585,3846,4156,4768,6512,3352,3211,3630
346,Injury,S43 M24,"Disloc and sprain of joints and ligaments of shoulder girdle, Other specific joint derangements","Disloc and sprain of joints and ligaments of shoulder girdle, Other specific joint derangements",0.917766,0.021774,0.06046,S43,S42,M24,0.92,0.02,0.02,30570,602,720,1162,1096,1087,838,1840,1983,1749,2823,2811,2811,1830,2438,2944,1169,1308,1359
347,Injury,S46,"Injury of muscle, fascia and tendon at shldr/up arm","Injury of muscle, fascia and tendon at shldr/up arm",0.686386,0.155997,0.157618,S46,M75,M66,0.99,0.00,0.00,1733,,,,,,,,,,118,142,102,278,477,337,73,82,124
348,Injury,S52,Fracture of forearm,Fracture of forearm,0.794758,0.073686,0.131555,S52,S59,M84,0.96,0.02,0.00,45810,1163,1592,2385,4356,4187,3035,4212,4015,3877,2516,2197,2157,2084,2428,2625,929,983,1069
349,Injury,S53,Dislocation and sprain of joints and ligaments of elbow,Dislocation and sprain of joints and ligaments of elbow,0.906327,0.025855,0.067818,S53,S50,S59,0.90,0.02,0.02,3104,114,157,187,276,237,181,198,172,223,263,160,178,170,193,180,60,59,96
350,Injury,S62 S52 S69,"Fracture at wrist and hand level, Fracture of forearm, Other and unspecified injuries of wrist, hand and finger(s)","Fracture at wrist and hand level, Fracture of forearm, Other and unspecified injuries of wrist, hand and finger(s)",0.921735,0.04707,0.031195,S62,S52,S69,0.67,0.29,0.02,175378,5166,5712,7882,12408,10909,7880,15218,16356,14445,14373,12055,9788,9617,10585,9237,4427,4421,4899
351,Injury,S63,Dislocation and sprain of joints and ligaments at wrs/hnd lv,Dislocation and sprain of joints and ligaments at wrs/hnd lv,0.962747,0.025504,0.011749,S63,S62,S60,0.90,0.03,0.02,14871,444,473,655,902,827,591,592,575,505,1201,1189,1023,1084,1281,1404,586,722,817
352,Injury,M20 S46 T11,"Acquired deformities of fingers and toes, Injury of muscle, fascia and tendon at shldr/up arm,","Acquired deformities of fingers and toes, Injury of muscle, fascia and tendon at shldr/up arm,",0.91686,0.061628,0.021512,M20,S46,T11,0.58,0.24,0.09,9394,184,223,360,640,682,447,443,335,388,610,571,547,756,1033,1153,263,345,414
353,Injury,S70-S79,Injuries to the hip and thigh,Injuries to the hip and thigh,0.25785,0.005158,0.736992,S72,S83,M96,0.87,0.05,0.02,68490,300,341,388,2128,1577,935,11922,15967,10876,833,594,543,1940,1586,1430,6234,5244,5652
354,Injury,S82,"Fracture of lower leg, including ankle","Fracture of lower leg, including ankle",0.685659,0.033556,0.280785,S82,S89,M84,0.96,0.01,0.01,33805,799,980,1280,3053,2666,1953,3037,2916,2816,2046,1711,1462,2106,2021,1753,1178,991,1037
355,Injury,S83 S86 M66,"Dislocation and sprain of joints and ligaments of knee, Injury of muscle, fascia and tendon at lower leg level, Spontaneous rupture of synovium and tendon","Dislocation and sprain of joints and ligaments of knee, Injury of muscle, fascia and tendon at lower leg level, Spontaneous rupture of synovium and tendon",0.802775,0.100076,0.097149,S83,S86,M66,0.56,0.26,0.10,31580,1031,1210,1878,1650,1607,1321,945,849,793,2943,3000,2972,2061,2804,3157,831,1113,1415
356,Injury,S82,"Fracture of lower leg, including ankle","Fracture of lower leg, including ankle",0.714324,0.069554,0.216122,S82,S97,S99,0.93,0.03,0.02,53752,1461,1882,2694,5322,4957,3714,4310,4182,4042,2748,2600,2323,2865,2955,2796,1553,1633,1715
357,Injury,S92,"Fracture of foot and toe, except ankle","Fracture of foot and toe, except ankle",0.957571,0.013177,0.029253,S92,S99,M84,0.96,0.02,0.01,88974,3929,5055,6088,9424,8231,5552,5359,4727,4802,5895,5469,4353,5053,5320,4333,1824,1728,1832
358,Injury,S93,"Disloc & sprain of joints & ligaments at ankl, ft & toe lev","Disloc & sprain of joints & ligaments at ankl, ft & toe lev",0.994182,0.002074,0.003743,S93,S99,S82,0.95,0.02,0.01,44866,3263,3482,5059,3553,3231,2431,1321,1217,1237,4544,4226,3790,2130,2181,1883,490,411,417
359,Injury,T00-T07,Injuries involving multiple body regions,Injuries involving multiple body regions,0.880439,0.013057,0.106504,T00,T01,S61,0.34,0.10,0.09,68947,2633,2185,2406,3557,2674,1778,4859,5675,4404,6348,4168,2752,5500,5297,3553,3990,3604,3564
360,Injury,T08,"Fracture of spine, level unspecified","Fracture of spine, level unspecified",0.746988,0.009701,0.243311,S32,S22,T08,0.38,0.23,0.20,36501,415,483,632,1763,1457,954,5160,5668,4444,932,790,648,1597,1779,1519,2750,2788,2722
361,Injury,T09,"Other injuries of spine and trunk, level unspecified","Other injuries of spine and trunk, level unspecified",0.750744,0.01196,0.237297,T09,S12,S13,0.21,0.14,0.09,9932,266,333,361,484,422,283,742,816,773,579,442,305,745,701,616,670,704,690
362,Injury,T11,"Other injuries of upper limb, level unspecified","Other injuries of upper limb, level unspecified",0.986576,0.006458,0.006966,S63,T11,S53,0.51,0.16,0.12,15446,904,916,1091,1098,1025,698,686,659,546,1472,1209,930,1020,1096,871,425,413,387
363,Injury,T13,"Other injuries of lower limb, level unspecified","Other injuries of lower limb, level unspecified",0.961825,0.018384,0.01979,S93,S83,T13,0.46,0.20,0.15,22566,1185,1384,1959,1829,1709,1224,962,900,793,1892,1781,1590,1194,1403,1334,454,477,496
364,Injury,T14,Injury of unspecified body region,Injury of unspecified body region,0.967958,0.006374,0.025668,T14,S60,S01,0.27,0.12,0.08,417314,17792,17389,22019,22576,18908,13769,21397,24030,20331,42169,32187,22967,31435,31893,23729,18863,17844,18016
365,Injury,T15-T19,Effects of foreign body entering through natural orifice,Effects of foreign body entering through natural orifice,0.889644,0.068858,0.041498,M79,T17,M60,0.34,0.16,0.16,19625,840,745,907,1265,1081,773,561,479,540,1995,1612,1018,2056,2056,1428,758,778,733
366,Injury,T29-T32,Burns and corrosions of multiple and unspecified body regions,Burns and corrosions of multiple and unspecified body regions,0.901287,0.015207,0.083506,T30,T31,T23,0.35,0.20,0.15,12604,869,726,904,778,589,399,284,259,257,1651,1192,814,1261,1068,692,342,277,242
368,Injury,T36-T50,"Poisoning by, adverse effect of and underdosing of drugs, medicaments and biological substances","Poisoning by, adverse effect of and underdosing of drugs, medicaments and biological substances",0.655611,0.082967,0.261422,T65,T51,T50,0.34,0.21,0.14,31101,3142,1894,1423,3444,1812,785,816,762,703,5245,1746,883,3951,1625,798,974,617,481
369,Injury,T66-T78,Other and unspecified effects of external causes,Other and unspecified effects of external causes,0.768224,0.023178,0.208599,J98,R06,T78,0.34,0.28,0.13,3233,80,93,99,221,191,116,305,213,214,108,80,59,249,229,165,295,257,259
370,Injury,S75 T11 S25,"Injury of blood vessels at hip and thigh level, , Injury of blood vessels of thorax","Injury of blood vessels at hip and thigh level, , Injury of blood vessels of thorax",0.648373,0.045443,0.306183,S75,T11,S45,0.20,0.15,0.10,2869,,74,50,199,132,72,315,270,238,67,81,50,227,219,148,231,253,243
371,Injury,T84 T81 Z47,"Complications of internal orthopedic prosth dev/grft, Complications of procedures, not elsewhere classified, Orthopedic aftercare","Complications of internal orthopedic prosth dev/grft, Complications of procedures, not elsewhere classified, Orthopedic aftercare",0.549913,0.027321,0.422767,T84,Z47,T81,0.93,0.01,0.01,35798,114,107,92,1957,1371,681,6438,6278,5653,154,85,,1441,1308,850,3173,3189,2907
100353,Dementia,F05 & S70-S79,#REF!,Delirium due to known physiological condition & Injuries to the hip and thigh,0.098713,0.001446,0.899842,S72,M96,S79,0.96,0.02,0.01,9566,,,,,,,1913,2949,1648,,,,,,,1150,906,1000
162163,Chest pain,I20 I25 I24 & I21,#REF!,"Angina pectoris, Chronic ischemic heart disease, Other acute ischemic heart diseases & STEMI & NSTEMI mocard infrc",0.07886,0.113498,0.807642,I21,I20,I24,0.49,0.40,0.09,17801,,,,551,328,157,1268,1158,946,172,131,77,1882,1821,1513,2510,2830,2457
162164,Chest pain,I20 I25 I24 & I20.8 I20.9 R07.4,#REF!,"Angina pectoris, Chronic ischemic heart disease, Other acute ischemic heart diseases & Other forms of angina pectoris, Angina pectoris, unspecified",0.404988,0.292048,0.302964,I20,R07,I25,0.61,0.34,0.03,27082,112,68,67,1300,850,406,2004,1825,1634,258,183,106,2440,2734,2271,3455,3823,3546
166167,Chest pain,I50 I51 I42 & I48,#REF!,"Heart failure, Complications and ill-defined descriptions of heart disease, Cardiomyopathy & Atrial fibrillation and flutter",0.40328,0.099793,0.496927,I50,I48,I51,0.85,0.08,0.03,14186,,,,240,156,96,1932,2206,1665,,,,572,575,468,2227,2084,1965
239255,Urinary tract diseases,N39 N30 N31 & N81,#REF!,"Other disorders of urinary system, Cystitis, Neuromuscular dysfunction of bladder, NEC & Female genital prolapse",0.893387,0.057483,0.04913,N39,N30,R32,0.69,0.10,0.07,23592,1071,1330,1228,4530,3509,1480,4010,3315,3119,,,,,,,,,
287288,Degenerative disorders of the spine (hernia),M45-M49 & M50-M54,#REF!,Spondylopathies & Other dorsopathies,0.736053,0.010004,0.253943,M48,M47,M51,0.30,0.30,0.20,23325,420,517,496,2112,1592,809,2311,1855,1868,483,474,303,1721,1939,1344,1541,1707,1833
290345,Osteoporosis,M81 M85 Z03 & S42,#REF!,"Osteoporosis without current pathological fracture, Other disorders of bone density and structure, Encntr for medical obs for susp diseases and cond ruled out & Fracture of shoulder and upper arm",0.847351,0.019538,0.13311,S42,M81,M85,0.64,0.23,0.06,7383,,,,778,700,426,1411,1142,1204,,,,259,258,333,253,291,328
290350,Osteoporosis,M81 M85 Z03 & S62 S52 S69,#REF!,"Osteoporosis without current pathological fracture, Other disorders of bone density and structure, Encntr for medical obs for susp diseases and cond ruled out & Fracture at wrist and hand level, Fracture of forearm, Other and unspecified injuries of wrist, hand and finger(s)",0.885002,0.060746,0.054251,S62,S52,M81,0.33,0.32,0.21,14299,,,,1897,1620,964,2716,2323,2276,,,,392,458,392,385,454,422
338359,Injury,S06 & T00-T07,#REF!,Intracranial injury & Injuries involving multiple body regions,0.818073,0.020771,0.161156,T00,S01,T01,0.41,0.18,0.07,10105,265,253,237,504,418,281,787,1050,812,660,366,254,761,616,508,802,771,760
338364,Injury,S06 & T14,#REF!,Intracranial injury & Injury of unspecified body region,0.92311,0.012989,0.063901,S01,T14,S00,0.26,0.25,0.14,33625,662,606,784,1576,1304,991,2709,3666,2972,1757,1069,811,2315,1923,1671,2885,2809,3115
